event_id,sta_code,p_polarity,event_id2,origin_lat,origin_lon,origin_depth_km,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,horz_uncert_km,vert_uncert_km,station_lat,station_lon,station_depth_km,pol_agreement,mech_quality,pol_agreement_weighted
1,GTC.--.EHZ,0.01432,81907089,39.36561,-123.25454,7.187,26.13,83.3307,278.2772,2.3874,0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.01432
1,KCPB.--.HHZ,0.00065,81907089,39.36561,-123.25454,7.187,45.457,92.0431,321.6757,1.3326,-0.0,con_p,1.0,1.0,39.68631,-123.58242,-1.261,0,B,0.0
1,GMR.01.EHZ,-0.02702,81907089,39.36561,-123.25454,7.187,31.693,86.708,215.3596,2.0718,-0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.02702
1,GNR.01.EHZ,-0.00035,81907089,39.36561,-123.25454,7.187,37.506,89.2233,240.7382,1.7467,0.0,con_p,1.0,1.0,39.20074,-123.63514,-0.327,0,B,0.0
1,GWR.01.EHZ,-0.01108,81907089,39.36561,-123.25454,7.187,18.222,76.4192,192.6901,3.2621,-0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.01108
1,BARR.00.HHZ,0.0283,81907089,39.36561,-123.25454,7.187,8.357,55.2493,144.0542,4.7091,-0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.0283
1,DCMP.00.HHZ,0.00021,81907089,39.36561,-123.25454,7.187,13.527,69.305,328.1787,4.0263,0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,0,B,0.0
1,GHGB.01.EHZ,-0.02101,81907089,39.36561,-123.25454,7.187,45.549,92.079,125.5498,1.3271,0.0,con_p,1.0,1.0,39.12745,-122.82347,-0.858,0,B,0.0
1,INGL.00.HHZ,0.01518,81907089,39.36561,-123.25454,7.187,42.266,90.9313,295.4558,1.4729,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.01518
1,GTC.--.EHZ,0.02197,81907309,39.36722,-123.25664,6.714,25.926,84.346,277.9432,4.6421,-0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.02197
1,GMR.01.EHZ,-0.01266,81907309,39.36722,-123.25664,6.714,31.736,87.7374,214.9068,3.9274,-0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.01266
1,GSN.01.EHZ,0.00408,81907309,39.36722,-123.25664,6.714,47.782,93.4223,173.3679,2.551,-0.0,con_p,1.0,1.0,38.9404,-123.19245,-0.849,0,B,0.0
1,GWR.01.EHZ,-0.00923,81907309,39.36722,-123.25664,6.714,18.358,78.1323,192.0176,6.1998,0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.00923
1,BARR.00.HHZ,0.00966,81907309,39.36722,-123.25664,6.714,8.608,58.3097,143.7809,9.4266,-0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.00966
1,BONV.00.HHZ,-0.0023,81907309,39.36722,-123.25664,6.714,42.967,91.8254,190.5984,2.944,-0.0,con_p,1.0,1.0,38.98742,-123.34856,-0.196,1,B,0.0023
1,DCMP.00.HHZ,-0.00228,81907309,39.36722,-123.25664,6.714,13.279,70.7329,328.4333,7.9392,-0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,1,B,0.00228
1,HOPS.00.HHZ,-0.00635,81907309,39.36722,-123.25664,6.714,44.477,92.3045,159.1301,2.8464,-0.0,con_p,1.0,1.0,38.99349,-123.07234,-0.299,1,B,0.00635
1,INGL.00.HHZ,0.00725,81907309,39.36722,-123.25664,6.714,42.025,91.5431,295.3412,2.9948,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.00725
1,GTC.--.EHZ,0.01816,81907424,39.36847,-123.25566,6.833,25.99,84.0997,277.614,2.4708,-0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.01816
1,HBW.--.DPZ,-0.00012,81907424,39.36847,-123.25566,6.833,65.441,97.8562,150.0545,1.0767,-0.0,con_p,1.0,1.0,38.85853,-122.87569,-0.985,1,B,0.00012
1,KBN.--.EHZ,-0.00767,81907424,39.36847,-123.25566,6.833,58.49,96.1305,5.1128,1.1831,-0.0,con_p,1.0,1.0,39.89237,-123.19503,-1.329,1,B,0.00767
1,KCPB.--.HHZ,3e-05,81907424,39.36847,-123.25566,6.833,45.147,92.3867,321.5213,1.4707,-0.0,con_p,1.0,1.0,39.68631,-123.58242,-1.261,0,B,0.0
1,GMR.01.EHZ,-4e-05,81907424,39.36847,-123.25566,6.833,31.898,87.5893,214.888,2.0951,-0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,4e-05
1,GSN.01.EHZ,0.00098,81907424,39.36847,-123.25566,6.833,47.911,93.335,173.4871,1.3294,-0.0,con_p,1.0,1.0,38.9404,-123.19245,-0.849,0,B,0.0
1,GWR.01.EHZ,-0.00339,81907424,39.36847,-123.25566,6.833,18.511,77.9015,192.1831,3.293,-0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.00339
1,DCMP.00.HHZ,-0.01437,81907424,39.36847,-123.25566,6.833,13.206,70.0984,327.8061,4.2444,-0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,1,B,0.01437
1,HOPS.00.HHZ,-0.00433,81907424,39.36847,-123.25566,6.833,44.576,92.1796,159.295,1.4987,0.0,con_p,1.0,1.0,38.99349,-123.07234,-0.299,1,B,0.00433
